제품명,효능
속콜펜정,"1) 두통, 치통, 발치(이를 뽑음) 후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요(허리)통, 근육통, 견통(어깨결림, 어깨통증), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상(상처)통의 진통 2) 오한(춥고 떨리는 증상), 발열 시의 해열"
속콜플러스연질캡슐,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
속쿨엔이중정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
속크린산,"과음, 속쓰림, 위트림, 과식, 위통, 위부(상복부)불쾌감, 소화불량, 소화촉진, 식욕부진, 위약, 위산과다, 위ㆍ복부팽만감, 구역질(위의 메스꺼림, 숙취, 술을 마신 후의 구역질, 오심(구역)), 구토, 가슴앓이, 트림, 위의 무거움."
속크린에스정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
속크린에프과립,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
속펜하겐정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
속편아제정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
속편엔이중정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
속편환,"위산과다, 속쓰림, 위통, 신트림, 위부불쾌감, 위부팽만감, 식욕감퇴(식욕부진), 소화불량, 과식, 체함, 구역, 구토"
손바렌연고(요소),"진행성 지장각피증(주부습진의 건조형), 손ㆍ발바닥 각피증, 어린선(魚鱗蘚), 노인성 건피증(피부건조증), 모공성 태선, 아토피피부"
솔루록센연질캡슐(나프록센),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건(힘줄)염, 급성통풍, 월경곤란증 활액낭염, 골격근장애(염좌(삠), 좌상, 외상, 요천통), 수술후 동통(통증), 편두통, 발치후 동통(통증)"
솔루샷노즈연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
솔루샷코프연질캡슐,"감기의 제증상(여러증상)(인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
솔루샷쿨연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
솔루아펜연질캡슐(아세트아미노펜),"1. 주효능·효과 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 2. 다음 질환에도 사용할 수 있다. 치통, 관절통, 류마티양 동통(통증)"
솔봄액,간질환의 보조 치료
솔트스틱액,"긁힌 상처, 베인 상처, 창상면의 살균·소독"
솔트액,"긁힌 상처, 베인 상처, 창상면의 살균·소독"
솔표위청수에프액,"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토"
수렌유환,"과음, 구역질(숙취, 악취로 인한 메스거림), 구토, 식욕부진, 속이 거북함, 위약, 소화촉진, 과식, 가슴답답함, 소화불량으로 인한 위부팽만감, 소화불량"
수성히드로탈시트산," 다음 질환 및 증상에 있어서 제산효과 : 위.십이지장궤양, 위산과다, 급.만성 위염"
"수출용안티비오과립(락토바실루스아시도필루스)(수출명:수출용안티비오프로과립)(수출용1),수출용안티비오트로피컬과립(락토바실루스아시도필루스)(수출용2)","장내균총 이상(항생물질, 화학요법제 투여 등)에 의한 여러 증상의 개선 : 정장, 변비, 묽은 변, 복부팽만감, 장내이상발효"
수카현탁액(수크랄페이트수화물)(수출용),"위산과다, 위.십이지장궤양, 다음 질환의 위점막 병변(미란, 출혈, 발적, 부종)의 개선 : 급성위염, 만성위염의 급성악화기 역류성식도염"
수프리정,"1)  두통, 치통, 발치후 동통(통증), 인후통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삠통증), 월경통(생리통), 외상통의 진통 2)  오한, 발열시의 해열"
순갈근탕에이액,"감기의 제증상(여러증상)(인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
순아리정(데소게스트렐),피임
순앤로션2.5%(히드로코르티손),"습진ㆍ피부염군, 피부가려움, 벌레물린데"
순앤크림(히드로코르티손),"습진ㆍ피부염군, 피부가려움, 벌레물린데"
순하나정(데소게스트렐),피임
쉐러콜에스연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
슈가린정,"감기의 제증상 (인후(목구멍)통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
슈가펜에스정,"감기의 제증상 (인후통,기침,가래,오한,발열,두통,관절통,근육통) 의 완화"
슈락스골드장용정,"ㆍ 변비 ㆍ 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
슈리머정,"감기의 제증상(인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
슈메드현탁액(수크랄페이트수화물)(수출용),"위산과다, 위.십이지장궤양, 다음 질환의 위점막 병변(미란, 출혈, 발적, 부종)의 개선 : 급성위염, 만성위염의 급성악화기 역류성식도염"
슈멕톤현탁액(디옥타헤드랄스멕타이트)(수출용),"1. 성인의 식도, 위·십이지장과 관련된 통증의 완화 2. 성인의 급·만성 설사 3. 24개월 이상 소아의 급성 설사"
슈멕톤현탁액(디옥타헤드랄스멕타이트)(수출명:DOSMECTINE),"1. 성인의 식도, 위·십이지장과 관련된 통증의 완화 2. 성인의 급·만성 설사 3. 24개월 이상 소아의 급성 설사"
슈비칼정(수출용),칼슘결핍 및 기타 칼슘보급을 필요로 하는 경우 비타민 및 무기질의 보급.
슈카민정,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후통(목구멍 통증), 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
슈크랄현탁액(수크랄페이트수화물)(수출용),"위산과다, 위.십이지장궤양, 다음 질환의 위점막 병변(미란, 출혈, 발적, 부종)의 개선 : 급성위염, 만성위염의 급성악화기 역류성식도염"
슈페젠정,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
슈프라멀트연질캡슐(수출용),"허약체질, 식욕부진, 영양불량, 소모성 질환, 육체피로, 임신.수유기, 발육기 및 노년기 자양강장, 피로회복"
슈프라멀트플러스연질캡슐(수출용),"허약체질, 식욕부진, 영양불량, 소모성 질환, 육체피로, 임신·수유기, 발육 기 및 노년기 자양강장, 피로회복"
슈프림비타에프정,"○ 다음 경우의 비타민 A, B1, B2, B6, C, D, E의 보급 -육체피로 -임신·수유기 -병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 -발육기 -노년기 -이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. 1) 비타민A(건조레티놀아세테이트) ‧ 눈의 건조감의 완화 ‧ 야맹증(밤에 잘 못보는 증상) 2) 비타민D(콜레칼시페롤과립) ‧ 뼈, 이의 발육불량 ‧ 구루병의 예방 ○ 철 결핍성 빈혈의 예방 및 치료 ○ 아연의 보급"
스노콜정,"- 감기 또는 알레르기성 및 혈관운동성 비염에 의한 다음 증상의 완화 : 재치기, 콧물, 코막힘, 눈물 - 부비동염에 의함 비충혈의 일시적 완화"
스노핀정275밀리그램(나프록센나트륨),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염, 급성통풍, 월경곤란증 활액낭염, 골격근장애(염좌, 좌상, 외상, 요천통), 수술후 동통, 편두 통, 발치후 동통"
스로쿨트로키(레몬향)(플루르비프로펜),인후염의 단기 증상 완화
스로펜정(이부프로펜) 수출명:Korus Ibuprofen Tab.,"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염) 어린이 급성 상기도염의 발열"
스르텍연질캡슐10mg(세티리진염산염),"계절성 및 다년성 알레르기성 비염(코염), 알레르기성 결막염, 만성 특발성(원인불명의) 두드러기, 피부 소양증(가려움증)"
스리날-에스정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식"
스리엘정,"변비, 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
스리핀에스정,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재치기, 눈물, 인후통, 머리 무거움"
스마일오투점안액(1회용),"소프트콘택트렌즈 또는 하드콘택트렌즈를 착용하고 있을 때의 불쾌감, 눈물 보충 (눈의 건조), 눈의 피로, 눈의 흐림 (눈꼽이 많을 때)"
"스마일오투티얼즈점안액(1회용), 스마일오투티얼즈점안액","눈의 피로,누액의 보조(눈의 건조),하드콘택트렌즈 및 소프트렌즈 착용시의 불쾌감, 눈의 침침함(눈꼽이 많은 때 등)"
스메르정(독시라민숙신산염),불면증의 보조치료 및 진정
스무스케어로션2.5%(히드로코르티손),"(연고제)(크림제)(로오숀제) 습진ㆍ피부염군, 피부가려움, 벌레물린데 (에어로솔제) 습진ㆍ피부염, 벌레물린데, 담쟁이덩굴, 떡갈나무, 옻나무, 비누, 세제, 화장품, 보석 등에 기인하는 피부자극증상 및 생식기ㆍ항문가려움의 일시적 완화"
스무스케어크림1%(히드로코르티손)(수출용),"습진ㆍ피부염군, 피부가려움, 벌레물린데"
스므스삼중정(수출용),"위통, 위산과다, 과식과음, 식욕감퇴, 위약증상, 위팽만감, 식체만성위카탈, 구토, 숙취, 위하수, 위활장, 급만성위카탈, 소화불량으로 인한 설사 변과 부정 장내이상발효, 자가중독, 장통, 위경련, 위괴양 및 십이지장궤양으로 인한 동통, 소화불량으로 인한 위장질환."
스완안약(SWAN EYE DROPS),"눈의 피로, 결막충혈, 수영 후 눈의 불쾌감 또는 먼지나 땀이 눈에 들어갔을 때, 자외선 및 기타 광선에 의한 안염(설안염), 안검염(눈꺼풀의 진무름), 하드콘택트 렌즈를 끼고 있을 때의 불쾌감, 눈의 가려움, 눈의 침침함(눈곱이 많을 때 등)."
스웨클로액(염화알루미늄),"겨드랑이, 손, 발의 다한증"
스웨트롤패드액(글리코피롤레이트),안면 다한증(땀과다증)
스웨티브센스액(염화알루미늄),"겨드랑이, 손, 발의 다한증(땀과다증)"
스카덤겔,"수술, 절단, 화상, 사고 후의 비대성 · 켈로이드성, 운동제한성 또는 미용적 피부손상시의 상처 및 흉터, 외상(상처)성 경축(경련과 수축이 일어나 수축상태가 지속되는 현상), 상흔성 협착(좁아짐)"
스카덤클리어겔,"상처 조직의 치료 후 처치(비대성ㆍ켈로이드성 흉터, 여드름 흉터, 수술 흉터)"
스카리스겔(수출용),"수술, 절단, 화상, 사고 후의 비대성ㆍ켈로이드성, 운동제한성 또는 미용적 피부손상시의 상처 및 흉터, 외상성 경축, 상흔성 협착"
"스카벡스겔(수출명:SCARCONVEX, OFSCAR, SCAROBEX)","수술, 절단, 화상, 사고 후의 비대성ㆍ켈로이드성, 운동제한성 또는 미용적 피부손상시의 상처 및 흉터, 외상성 경축, 상흔성 협착"
스카이비백정,"○ 다음경우의 비타민 D, E, B1, B2, B6, C의 보급 ○ 아연의 보급"
스카이정,"위장관계 질환의 발작성 동통 또는 담도계, 비뇨기계, 월경곤란증 등 여성 생식기계의 기능장애 및 경련성 동통"
스카풀라정,"신경통, 요통, 어깨결림"
스카힐골드겔,"상처 조직의 치료 후 처치(비대성 ㆍ 켈로이드성 흉터, 여드름 흉터, 수술 흉터)"
스코싱글라이트액(과아세트산액5.32%),의료기구의 멸균 및 소독 (열에 민감한 내시경 포함)
스코싱글액(고농도과아세트산평형혼합물),의료기구의 멸균 및 소독 (열에 민감한 내시경 포함)
스코테린플러스액(과아세트산액),의료기구의 멸균 및 소독
스코펜정400밀리그램(이부프로펜),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염) 어린이 급성 상기도염의 발열"
스코폴정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 체함, 구역, 구토, 위통, 신트림"
스킨데일리로션0.5%(히드로코르티손),"습진 ㆍ 피부염군, 피부가려움, 벌레물린데"
스킨베리아크림(우레아),"진행성 지장각피증(주부습진의 건조형), 손ㆍ발바닥 각피증, 어린선(魚鱗蘚), 노인성 건피증, 모공성 태선, 아토피피부"
스킨카인크림10.56%(리도카인)(수출용),남성 성기 촉각의 예민성 감소
스킨카인크림9.6%(리도카인)(수출용),남성성기 촉각의 예민성 감소
스타라제정(수출용),"소화불량, 식욕감퇴(식욕부진), 과식, 식체(위체), 소화촉진, 소화불량으로 인한 위부 팽만감"
