품목기준코드,제품명,제품영문명,업체명,업체영문명,주성분,첨가제,품목분류,전문의약품,주성분영문,효능
201405280,클리딘에프연고(퓨시드산나트륨),Clidine-F Oint.,부광약품(주),"BUKWANG PHARM. CO., LTD.",퓨시드산나트륨,"정제라놀린,미네랄오일,세탄올,백색바셀린",,일반의약품,Sodium Fusidate,"포도구균, 연쇄구균, 코리네박테륨, 클로스트리듐 농피증(농가진, 감염성습진양피부염, 심상성여드름(보통여드름), 모낭염, 종기 및 종기증, 화농성한선염, 농가진성습진), 화상ㆍ외상ㆍ봉합창ㆍ식피창에 의한 2차 감염"
201602246,클리마일드연고,Cleamild Oinment,부광약품(주),"BUKWANG PHARM. CO., LTD.",히드로코르티손아세테이트/디펜히드라민염산염/산화아연,"프로필렌글리콜,인산이수소나트륨수화물,미네랄오일,인산,폴리옥시에틸렌(20)세틸에테르,클로로크레솔,에데트산나트륨수화물,백색바셀린,스테아릴알코올,세틸알코올,정제수",,일반의약품,Hydrocortisone Acetate/Diphenhydramine Hydrochloride/Zinc Oxide,"습진, 땀띠, 피부 가려움, 알레르기 피부질환, 화상, 동상"
201310681,클리마졸질정(클로트리마졸),Climazole Vaginal Tablet(Clotrimazole),에이치엘비제약(주),"HLB Pharmaceutical Co., Ltd.",클로트리마졸,"타르타르산,유당수화물,탄산수소나트륨,포비돈,콜로이드성이산화규소,스테아르산마그네슘,옥수수전분",,일반의약품,Clotrimazole,칸디다성 질염
201605988,클리손크림1%(히드로코르티손),Cleasone Cream,시믹씨엠오코리아주식회사,"CMIC CMO KOREA CO., LTD.",히드로코르티손,"프로필렌글리콜,부틸히드록시톨루엔,메틸파라벤,세토마크로골1000,프로필파라벤,세탄올,알로에베라겔,유동파라핀,소르비탄스테아레이트,스테아릴알코올,정제수",,일반의약품,Hydrocortisone,"습진ㆍ피부염군, 피부가려움, 벌레물린데"
201405279,클리스톤지크림,Clistone-G Cream,부광약품(주),"BUKWANG PHARM. CO., LTD.",베타메타손발레레이트/겐타마이신황산염,"트롤아민,메틸파라벤,프로필파라벤,세토스테아릴알코올,유동파라핀,마크로골세토스테아릴에테르,백색바셀린,정제수",,일반의약품,Betamethasone Valerate/Gentamicin Sulfate,"- 2차 감염된 알레르기성 또는 염증성 피부질환 : 습진, 접촉피부염, 지루피부염, 아토피피부염, 광피부염, 만성단순태선, 간찰진(피부스침증), 박탈피부염, 가려움, 건선(마른비늘증) - 1도 화상"
200002385,클리신정(클로닉신리시네이트)(수출명:CLICIN Tab),Clicin Tab.(Clonixin Lysinate),오스틴제약(주),"Austin pharm.co.,Ltd",클로닉신리시네이트,"저치환도히드록시프로필셀룰로오스,히프로멜로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,콜로이드성이산화규소,스테아르산마그네슘,탤크,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,Clonixin Lysinate,"다음의 경증 또는 중등도 통증의 완화 : 근육통, 신경통, 외상후 및 수술후 통증, 두통, 치통, 귀통증"
202104759,클리어미정,Clear Me Tab.,주식회사 노바엠헬스케어,"Nova M Healthcare Co.,Ltd",비사코딜/도큐세이트나트륨,"미결정셀룰로오스,탭쉴드 흰색 11W001,유당수화물,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,탭쉴드 녹색 39G766,히드록시프로필셀룰로오스",,일반의약품,Bisacodyl/Docusate Sodium,"· 변비 · 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
202202602,클리어콜노즈연질캡슐,Clear Cold Nose Soft Cap.,(주)알피바이오,RP Bio Inc.,아세트아미노펜/브롬페니라민말레산염/슈도에페드린염산염/dl-메틸에페드린염산염/카페인무수물,"니코틴산아미드,프로필렌글리콜,폴리에틸렌글리콜400,에틸바닐린,시트르산,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,Acetaminophen/Brompheniramine Maleate/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Anhydrous Caffeine,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
201306847,클리어틴외용액2%(살리실산),Clearteen Topical Soln. 2%,(주)한독,Handok Inc.,살리실산,"프로필렌글리콜,시트르산수화물,수산화나트륨,페퍼민트향,에탄올(95),정제수",,일반의약품,Salicylic Acid,여드름 치료
201601927,클리어틴이부더블스팟톡크림,Clearteen Ibu Double Spot Tok Cream,지엘파마(주),GL Pharma,이부프로펜피코놀/이소프로필메틸페놀,"글리세린모노스테아레이트,부틸히드록시톨루엔,메틸파라벤,프로필파라벤,에데트산나트륨수화물,세토스테아릴알코올,폴리옥실 40 스테아레이트,백색바세린,디메티콘,부틸렌글리콜,미리스트산이소프로필,정제수",,일반의약품,Ibuprofen Piconol/Isopropyl Methylphenol,"여드름, 뾰루지"
201604351,클리톡외용액2%(살리실산),Cleatoc Topical Solution 2%,부광약품(주),"BUKWANG PHARM. CO., LTD.",살리실산,"프로필렌글리콜,시트르산수화물,수산화나트륨,박하유,에탄올(95),정제수",,일반의약품,Salicylic Acid,여드름 치료
201504875,클린비액(옥시메타졸린염산염),CleanB Soln.,(주)마더스제약,MOTHER'S PHARMACEUTICAL.,옥시메타졸린염산염,"프로필렌글리콜,폴리에틸렌글리콜400,인산이수소나트륨,인산수소나트륨수화물,에데트산나트륨수화물,포비돈,벤잘코늄염화물액 (50%),정제수",,일반의약품,Oxymetazoline Hydrochloride,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화: 코막힘, 콧물, 재채기, 머리무거움"
202303225,클린스웻액(염화알루미늄수화물),Cleansweat solution,삼성제약(주),"SAMSUNG PHARM.Co.,Ltd.",염화알루미늄수화물,"무수에탄올,정제수",,일반의약품,Aluminium Chloride Hydrate,"겨드랑이, 손, 발의 다한증(땀과다증)"
201105150,클린파워연질캡슐,Cleanpower Soft Cap.,명문제약(주),"Myungmoon Pharm. Co., Ltd.",아세트아미노펜/구아이페네신/수도에페드린염산염/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물,"프로필렌글리콜,황색5호,폴리에틸렌글리콜400,솔비톨스페샬글리세린블렌드,젤라틴,포비돈,정제수,청색1호",,일반의약품,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
201906999,키도멜라인장용정(브로멜라인),Kidomelain Enteric Coated Tab.,한국휴텍스제약(주),"HUTECS KOREA PHARMACEUTICAL CO.,LTD.",브로멜라인,"탭쉴드흰색(11W401),미결정셀룰로오스,크로스포비돈,스테아르산마그네슘,콜로이드성이산화규소,탭쉴드분홍색(39P407)",,일반의약품,Bromelain,"부종(부기)을 동반한 염증 증상의 완화, 외상(상처) 또는 수술 후의 부종(부기)"
201006886,키드칼골드츄어블정,Kid-cal Gold Chewable Tab.,(유)한풍제약,"HANPOONG PHARM. Co., Ltd.",레티놀팔미테이트과립/콜레칼시페롤농축분말/티아민질산염/리보플라빈포스페이트나트륨/피리독신염산염/제피아스코르브산/시아노코발라민1000배산/토코페롤아세테이트 2배산/폴산/니코틴산아미드/판토텐산칼슘/글루콘산칼슘수화물/글리세로인산마그네슘,"시트르산수화물,스테아르산칼슘,유당수화물,아스파탐,딸기향분말,스테아르산마그네슘,포도당,D-만니톨,히드록시프로필셀룰로오스",,일반의약품,Retinol Palmitate Granules/Cholecalciferol Concentrate Powder/Thiamine Nitrate/Riboflavin Sodium Phosphate/Pyridoxine Hydrochloride/Ascorbic Acid Coated/Cyanocobalamin Powder 0.1%/Tocopherol Acetate Powder 50%/Folic Acid/Nicotinamide/Calcium Pantothenate/Calcium Gluconate Hydrate/Magnesium Glycerophosphate,"- 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ 눈의 건조감의 완화 ㆍ 야맹증(밤에 잘 못 보는 증상) ㆍ 뼈, 이의 발육불량 ㆍ 구루병의 예방"
202203135,키드칼플러스츄어블정,Kidcal Plus Chewable Tab.,(유)한풍제약,"HANPOONG PHARM. Co., Ltd.",티아민질산염/리보플라빈포스페이트나트륨/니코틴산아미드/판토텐산칼슘/피리독신염산염/폴산/시아노코발라민 1000배산/제피아스코르브산/레티놀아세테이트 과립/콜레칼시페롤농축분말/토코페롤아세테이트 2배산/무수인산수소칼슘/글리세로인산마그네슘/산화아연,"시트르산수화물,유당수화물,폴리에틸렌글리콜6000,자일리톨,딸기향분말,수크랄로스,스테아르산마그네슘,포도당,경질무수규산,히드록시프로필셀룰로오스",,일반의약품,Thiamine Nitrate/Riboflavin Sodium Phosphate/Nicotinamide/Calcium Pantothenate/Pyridoxine Hydrochloride/Folic Acid/Cyanocobalamin Powder 0.1%/Ascorbic Acid Coated/Retinol Acetate Granules/Cholecalciferol Concentrate Powder/Tocopherol Acetate Powder 50%/Anhydrous Dibasic Calcium Phosphate/Magnesium Glycerophosphate/Zinc Oxide,"다음 경우의 비타민 A, D, E, B1, B2, B6, C의 보급"
197100081,키모랄에스정,Kimoral-S Tab.,(주)에이프로젠바이오로직스,Aprogen Biologics Inc.,결정트립신/브로멜라인,"적색3호,탭쉴드흰색(11W401),저치환도히드록시프로필셀룰로오스,황색5호,미결정셀룰로오스,크로스포비돈,유당수화물,폴리에틸렌글리콜6000,산화티탄,콜로이드성이산화규소,스테아르산마그네슘,포비돈,탤크,옥수수전분,히프로멜로오스프탈레이트,탭쉴드 녹색 319G726,디아세틸레이티드모노글리세리드",,일반의약품,Bromelain/Crystallized Trypsin," 다음 질환 및 증상의 염증성 부종의 완화 : 수술 및 외상후, 유즙울체"
201901046,키미테정,Kimite Tab.,명문제약(주),"Myungmoon Pharm. Co., Ltd.",디멘히드리네이트/스코폴라민브롬화수소산염수화물,"적색3호,미결정셀룰로오스,유당수화물,스테아르산마그네슘,옥수수전분,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,Dimenhydrinate/Scopolamine Hydrobromide Hydrate,멀미에 의한 어지러움 ∙ 구토 ∙ 두통의 예방 및 완화
198501415,키미테패취(스코폴라민)(수출명:可弥特止暈貼濟),Kimite Patch,명문제약(주),"Myungmoon Pharm. Co., Ltd.",스코폴라민,"스티렌계 점착용액,실리코나이즈드폴리에스테르테이프,염화메틸렌,폴리에스테르필름,경질유동파라핀",,일반의약품,Scopolamine,멀미에 의한 구역•구토의 예방
201800980,키즈부스터비타츄어블정,Kids Booster Vita Chewable Tab.,코오롱제약(주),KOLON PHARMA,레티놀팔미테이트과립/콜레칼시페롤농축분말/티아민질산염/리보플라빈포스페이트나트륨/피리독신염산염/제피아스코르브산/시아노코발라민1000배산/토코페롤아세테이트 2배산/폴산/니코틴산아미드/판토텐산칼슘/글루콘산칼슘수화물/글리세로인산마그네슘,"시트르산수화물,스테아르산칼슘,유당수화물,아스파탐,딸기향분말,스테아르산마그네슘,포도당,D-만니톨,히드록시프로필셀룰로오스",,일반의약품,Retinol Palmitate Granules/Cholecalciferol Concentrate Powder/Thiamine Nitrate/Riboflavin Sodium Phosphate/Pyridoxine Hydrochloride/Ascorbic Acid Coated/Cyanocobalamin Powder 0.1%/Tocopherol Acetate Powder 50%/Folic Acid/Nicotinamide/Calcium Pantothenate/Calcium Gluconate Hydrate/Magnesium Glycerophosphate,"○ 다음경우의 비타민 A, D, E, B1, B2, B6, C의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ 눈의 건조감의 완화 ㆍ 야맹증(밤에 잘 못 보는 증상) ㆍ 뼈, 이의 발육불량 ㆍ 구루병의 예방"
201005606,키즈부펜시럽(덱시부프로펜),Kids bufen syrup (dexibuprofen),(주)유유제약,Yuyu Pharma,덱시부프로펜,"시트르산수화물,벤조산나트륨,메틸파라벤,백당,수크랄로스,미결정셀룰로오스·카르복시메틸셀룰로오스나트륨,프로필파라벤,잔탄검,폴리소르베이트 80,시트르산나트륨수화물,딸기향,D-소르비톨액,농글리세린,정제수",,일반의약품,Dexibuprofen,급성 상기도 감염으로 인한 발열시 해열
201203630,키즈빅골드츄어블정,Kids-Big Gold Chewable Tab.,(유)한풍제약,"HANPOONG PHARM. Co., Ltd.",레티놀팔미테이트과립/콜레칼시페롤농축분말/티아민질산염/리보플라빈포스페이트나트륨/피리독신염산염/시아노코발라민1000배산/제피아스코르브산/토코페롤아세테이트 2배산/폴산/니코틴산아미드/판토텐산칼슘/글루콘산칼슘수화물/글리세로인산마그네슘/산화아연,"시트르산수화물,스테아르산칼슘,유당수화물,아스파탐,딸기향분말,스테아르산마그네슘,포도당,D-만니톨,히드록시프로필셀룰로오스",,일반의약품,Retinol Palmitate Granules/Cholecalciferol Concentrate Powder/Thiamine Nitrate/Riboflavin Sodium Phosphate/Pyridoxine Hydrochloride/Cyanocobalamin Powder 0.1%/Ascorbic Acid Coated/Tocopherol Acetate Powder 50%/Folic Acid/Nicotinamide/Calcium Pantothenate/Calcium Gluconate Hydrate/Magnesium Glycerophosphate/Zinc Oxide,"다음 경우의 비타민 A, D, E, B1, B2, B6, C의 보급 : 육체피로, 임신 ㆍ 수유기, 병중 ㆍ 병후(병을 앓는 동안이나 회복 후)의 체력저하시, 발육기, 노년기 • 눈의 건조감의 완화 • 야맹증(밤에 잘 못보는 증상) • 뼈, 이의 발육불량 • 구루병의 예방 • 아연의 보급"
201505023,키즈애드츄어블정,Kids Add Chewable Tab.,부광약품(주),"BUKWANG PHARM. CO., LTD.",레티놀팔미테이트과립/콜레칼시페롤과립/티아민질산염/리보플라빈포스페이트나트륨/피리독신염산염/시아노코발라민1000배산/제피아스코르브산/토코페롤아세테이트 2배산/폴산/니코틴산아미드/판토텐산칼슘/글루콘산칼슘수화물/글리세로인산마그네슘,"시트르산수화물,스테아르산칼슘,유당수화물,아스파탐,딸기향분말,스테아르산마그네슘,포도당,D-만니톨,히드록시프로필셀룰로오스",,일반의약품,Retinol Palmitate Granules/Cholecalciferol Granules/Thiamine Nitrate/Riboflavin Sodium Phosphate/Pyridoxine Hydrochloride/Cyanocobalamin Powder 0.1%/Ascorbic Acid Coated/Tocopherol Acetate Powder 50%/Folic Acid/Nicotinamide/Calcium Pantothenate/Calcium Gluconate Hydrate/Magnesium Glycerophosphate,"○ 다음경우의 비타민 A, D, E, B1, B2, B6, C의 보급"
201500197,키즈앤펜시럽(이부프로펜),,광동제약(주),"Kwangdong Pharm Co., Ltd.",이부프로펜,"시트르산수화물,오렌지향 KBR-109001,폴리옥시40경화피마자유,고과당,염화나트륨,자몽향 KBR-141042,백당,잔탄검,시트르산나트륨수화물,레몬향 KBR-140327,D-소르비톨액,한천,오렌지향 KBR-150118,농글리세린,라이트카올린,정제수",,일반의약품,Ibuprofen,"류마티양 관절염, 연소성(어리거나 젊은나이에 나타나는) 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통(통증), 요(허리)통, 월경곤란증, 수술후 동통(통증) 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성관절염, 연조직손상(염좌(삠), 좌상(타박상)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액낭염)"
