제품명,효능
팜시드정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
팜젠디오스민정,"1. 정맥부전과 관련된 증상의 개선 : 다리 중압감, 통증 2. 모세혈관 취약증에 의한 장애의 보조치료 3. 치질과 관련된 징후의 치료"
팜젠디오스민캡슐,"1. 치질 2. 다음 질환에 의한 여러 증상(하지중압감, 동통, 부종 등)의 개선 : 정맥류, 정맥부전(임신시 포함), 정맥염후증후군 3. 모세혈관취약증에 의한 출혈증상 : 자반증"
팜젠산화마그네슘정,"1) 다음 질환의 제산작용 및 증상의 개선 : 위.십이지장궤양, 위염, 위산과다 2) 변비증"
팜젠아세틸시스테인과립200밀리그램,"다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
팜젠아세틸시스테인캡슐200mg," 다음 질환에서의 객담배출곤란 : 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증"
팜젠아시클로버연고(수출명:파시버연고),단순포진 바이러스 감염증(초기 및 재발성 생식기 포진과 구순포진 포함)
팜젠암브록솔염산염시럽,"점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염"
팜젠암브록솔염산염정30mg,"점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염"
팜코라민정(수출용),"다음경우의 비타민 E, B1, B2, B6, C 의 보급 - 육체피로 - 임신 ㆍ 수유기 - 병중 ㆍ 병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능 ㆍ 효과는 다음과 같다. ㆍ 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨 ㆍ 목결림, 수족저림 ㆍ 수족냉증(손발이 차가움) ㆍ 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) ㆍ 각기, 눈의피로"
팜텐정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
팜페인이부연질캡슐(이부프로펜),"1. 주효능 효과 - 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) 2. 다음 질환에도 사용할 수 있다. - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염)"
팜페인파워연질캡슐(나프록센),"1. 주효능효과 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건(힘줄)염, 급성통풍, 월경곤란증 2. 다음 질환에도 사용할 수 있습니다. 활액낭염, 골격근장애(염좌(삠), 좌상, 외상, 요천통), 수술후 동통(통증), 편두통, 발치후 동통(통증)"
팜페인프로연질캡슐(덱시부프로펜),"1. 만성 다발성 관절염, 류마티스관절염 2. 관절증 3. 강직척추염 4. 외상 및 수술 후 통증성 부종 또는 염증 5. 염증, 통증 및 발열을 수반하는 감염증의 치료보조"
팜편안디정,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 소화불량, 식욕감퇴(식욕부진), 과식, 소화촉진, 소화불량으로 인한 위부팽만감"
팜편안엠정,"위통, 속쓰림, 체함, 구역"
팜플루노즈연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
팜플루코프연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
팜플루코프플러스연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
팜플루콜드연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
팜플루콜드플러스연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
팝업플라스타(플루르비프로펜),1) 퇴행성관절염 (골관절염) 2) 어깨관절주위염 3) 건ㆍ건초염 4) 상완골상과염 (테니스 엘보우 등) 5) 근육통 6) 외상후의 종창ㆍ동통
패밀리케어 안티펑글 메디케이티드크림(톨나프테이트)(수출용)(수출명:Family Care Antifungal Medicated Cream Tolnaftate Cream USP 1%),"다음의 피부진균증 1)백선:족부백선,체부백선,고부백선(완선) 2)어우러기"
패밀리케어클로트리마졸안티-펑글크림(클로트리마졸)(수출용)(수출명:Family Care Clotrimazole Anti-Fungal Cream 1%USP),"- 예 : 백선, 피부칸디다증, 어루러기 ● 산제는 크림제 또는 액제의 보조로 사용하고 특히 무좀과 같은 감염의 재감염 방지를 위해 사용한다. 피부사상균, 효모, 곰팡이, 기타 진균에 의한 피부진균증 - 예 : 백선, 피부칸디다증, 어루러기"
패밀리케어프리미엄셀라인나잘스프레이(염화나트륨)(수출용),비점막 건조 증상의 완화
팩트라민정,"- 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 비타민 B1(벤포티아민) - 비타민B2(리보플라빈), 비타민B6(피리독신염산염)"
팩트라민투엑스정,"○ 다음경우의 비타민 D, E, B1, B2, B6, C 의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 ○ 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. - 뼈, 이의 발육불량, 구루병의 예방 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 아연의 보급"
팩티비타프리미엄정,- 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다.
팻라제정,"다음 질환 및 증상의 염증성 부종(부기)의 완화 : 수술 및 외상(상처)후, 유즙울체(젖고임)"
퍼스가글액(벤지다민염산염),"1. 주효능 효과 다음 질환에 의한 염증의 완화 : 치은염, 구내염, 아구창, 발치전ㆍ후, 인두염, 편도염, 방사선요법 및 삽관법 등의 물리적 원인에 의한 구강점막염"
퍼스크린액0.12%(클로르헥시딘글루콘산염액),"다음 질환에 의한 염증의 완화 : 보철(의치)에 의한 염증, 아구창 등의 구강(입안)내 칸디다감염증, 치은염(치은염), 인두염, 아프타성 구내염(입안염) 치근(치아뿌리)막 수술후 살균소독"
퍼슨비사코딜액,- 변비 - 장 검사 전 장 정결
퍼슨콜샷에프시럽,"감기의 제증상(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
퍼슨쿨링겔,경미한(가벼운) 근육통증의 일시적 완화
퍼틴셀정(수출용)(수출명 : Furtinsel tab.),"다음 질환 및 증상의 염증성 부종의 완화 : 수술 및 외상후, 유즙울체"
페노스탑플라스타(플루르비프로펜),"다음 질환 및 증상의 진통, 소염(항염) - 퇴행성관절염(골(뼈)관절염), 어깨관절주위염, 건ㆍ 건초염(힘줄윤활막염), 상완골(위팔뼈)상과염 (테니스엘보우 등), 근육통, 외상(상처)후의 종창(부기)ㆍ 동통(통증)"
페노크린첩부제(플루르비프로펜),"다음 질환 및 증상의 진통, 소염(항염) : 퇴행성 관절염(골관절염), 어깨관절 주위염, 건(힘줄) · 건초염(힘줄윤활막염), 상완골(위팔뼈)상과염 (테니스엘보우 등), 근육통, 외상(상처)후의 종창(부기), 동통(통증)"
페노크린첩부제스트롱(플루르비프로펜),"다음 질환 및 증상의 진통, 소염(항염): 퇴행성 관절염(골관절염), 어깨관절 주위염， 건(힘줄) · 건초염(힘줄윤활막염), 상완골(위팔뼈)상과염(테니스엘보우 등), 근육통, 외상(상처)후의 종창(부기), 동통(통증)"
페니라민정(클로르페니라민말레산염),"고초열(꽃가루 알레르기비염(코염)), 두드러기, 가려움성 피부질환(습진ㆍ피부염, 피부가려움증, 약물발진), 알레르기 비염(코염), 혈관운동성 코염, 코감기에 의한 재채기·콧물·기침, 혈관운동성 부기"
페라사이드에스액(과아세트산액),의료기구의 화학적 멸균 및 소독
페라세이프(과붕산나트륨),의료기구의 멸균 및 살균소독(열에 민감한 내시경 포함)
페라스텔에스액(과아세트산액0.13%),의료기구의 화학적 멸균 및 살균소독(열에 민감한 내시경 포함)
페라스텔에이치액(저농도과아세트산평형혼합물),의료기구의 화학적 멸균 및 살균소독
페라스텔원샷액(과아세트산액),의료기구의 화학적 멸균 및 소독
페라플루디액(과아세트산액0.2%),"의료기구의 살균•소독 : 자바라관, 실리콘 튜브, 비닐 튜브, 실리콘캡, 실리콘 마개, 메스 손잡이, 내시경류"
페로세린연질캅셀(수출용),철 결핍성 빈혈의 예방 및 치료
페르빈카타플라스마(펠비낙),"다음 질환 및 증상의 진통 ㆍ 소염(항염) : 퇴행성관절염(골관절염), 어깨관절주위염, 건·건초염(힘줄윤활막염), 건주위염, 상완골상과염(테니스 엘보우 등), 근육통, 외상후의 종창(부기)·동통(통증)"
페르펜정(수출용),편두통 증후의 치료
페리나정,"감기 또는 알레르기성 및 혈관운동성 비염(코염)에 의한 다음 증상의 완화 : 재채기, 콧물, 코막힘, 눈물"
페리닥터캡슐,철 결핍성 빈혈의 예방 및 치료
페리덱스연고(덱사메타손),다음 질환에 의한 염증의 완화 : 미란[짓무름] 또는 궤양을 수반하는 난치성 구내염[입안염] 및 설염[혀염]
페리비타캡슐,철 결핍성 빈혈의 예방 및 치료
페리오씨피씨가글액(염화세틸피리디늄)(수출용),1. 구강 내 살균/소독 2. 치은염 예방 및 감소
페리톡겔,의치 자극이나 입안의 궤양으로 인한 통증 완화
페브로민-에이시럽,": 재채기, 콧물, 코막힘, 눈물"
페소딘정60밀리그램(펙소페나딘염산염),"꽃가루 알레르기 또는 기타 상기도 알레르기로 인한 다음 증상의 일시적 완화 - 콧물, 재채기, 눈의 가려움 및 눈물, 코 또는 목의 가려움증"
페스내추럴비강분무액(염화나트륨),- 코점막 분비물 또는 화농(곪음)성으로 인한 코막힘에 비강(코안)세척 - 건조한 환경에서 코 점막에 수분보급
페어아크네크림,"여드름, 뾰루지"
페이지연질캡슐,기침·가래
페인에리퀴드연질캡슐(이부프로펜),"- 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성(어리거나 젊은나이에 나타나는) 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(건선,마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상/멍)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤 활막염), 활액(윤활)낭염)"
페인엔젤레이디연질캡슐,"1. 두통, 치통, 발치후 동통(통증), 인후(목구멍)통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삠통증), 월경통(생리통), 외상통의 진통 2. 오한(춥고 떨리는 증상), 발열시의 해열"
페인엔젤센연질캡슐(나프록센),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염[힘줄염], 급성 통풍, 월경곤란증 활액[윤활]낭염, 골격근장애(염좌[삠], 좌상[타박상], 외상[상처], 요천통[허리통증]), 수술 후 동통[통증], 편두통, 발치[이를 뽑음]후 동통[통증]"
페인엔젤이부연질캡슐(이부프로펜),"- 감기로 인한 발열 및 동통(통증), 요통, 생리통, 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통(통증) - 두통, 편두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선(마른비늘증)성 관절염, 연조직손상(염좌(삠), 좌상(타박상)), 비관절 류마티스질환(건염(힘줄염), 건초염(힘줄윤활막염), 활액(윤활)낭염)"
페인엔젤키즈시럽(덱시부프로펜),급성 상기도 감염으로 인한 발열시 해열
"페인카타플라스마96(L-멘톨)(수출용)(수출명:PainReliefTherapypatch,Cold&HotPainReliefTherapyPatch)","다음 질환 및 증상의 진통·소염:염좌, 타박, 근육통, 관절통, 골절통, 요통, 견통, 동상"
페인플람겔(수출용),"다음 증상의 진통ㆍ소염 : 삠, 타박상, 근육통"
페인핫카타플라스마(수출명:Pain Relief Hot Patch)(수출용),"가벼운 근육통, 관절통, 요통, 염좌, 타박상과 같은 통증의 일시적 완화"
펙소나딘정120밀리그램(펙소페나딘염산염),* 120 mg 알레르기비염 증상 완화
펙소딘정60밀리그램(펙소페나딘염산염),"꽃가루 알레르기 또는 기타 상기도 알레르기로 인한 다음 증상의 일시적 완화 - 콧물, 재채기, 눈의 가려움 및 눈물, 코 또는 목의 가려움증"
펙소지엔정60밀리그램(펙소페나딘염산염),"꽃가루 알레르기 또는 기타 상기도 알레르기로 인한 다음 증상의 일시적 완화 - 콧물, 재채기, 눈의 가려움 및 눈물, 코 또는 목의 가려움증"
펙손정120밀리그램(펙소페나딘염산염),알레르기비염(코염) 증상 완화
펜노미아건조시럽(아세트아미노펜),"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
펜다나정,"1) 두통, 치통, 발치(이를 뽑음) 후 동통(통증), 인후통, 귀의 통증, 관절통, 신경통, 요통, 근육통, 견통(어깨결림), 타박통, 골절통, 염좌통(삔 통증), 월경통(생리통), 외상통의 진통 2) 오한(춥고 떨리는 증상) , 발열시의 해열"
